set_id,set_number,set_name,theme,release_year,msrp_usd,start_date,end_date,observation_months,start_price_usd,price_12m_usd,price_24m_usd,roi_12m_pct,roi_24m_pct,annualized_roi_pct,max_drawdown_pct,win_12m,win_24m,source_dataset,pattern_tags
123,10194-1,Emerald Night,Advanced Models,2009,99.9900,2015-12-01,2019-04-01,41,440.4500,486.6000,482.8300,10.4779,9.6220,4.7005,-19.6407,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
124,10196-1,Grand Carousel,Advanced Models,2009,249.9900,2015-12-01,2019-04-01,41,2590.0000,2680.0000,1918.7650,3.4749,-25.9164,-13.9282,-57.7199,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
125,10197-1,Fire Brigade,Advanced Models,2009,149.9900,2015-12-01,2019-04-01,41,329.1300,336.6300,340.3550,2.2787,3.4105,1.6910,-37.9716,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
126,10199-1,Winter Village Toy Shop,Advanced Models,2009,59.9900,2015-12-01,2019-04-01,41,119.5300,83.6000,112.7650,-30.0594,-5.6597,-2.8710,-36.7018,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
127,10155-1,Maersk Line Container Ship,Advanced Models,2010,119.9900,2015-12-01,2019-04-01,41,209.4000,218.0000,207.0350,4.1070,-1.1294,-0.5663,-12.1767,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
128,10210-1,Imperial Flag Ship,Advanced Models,2010,179.9900,2015-12-01,2019-04-01,41,731.6100,716.0000,696.8650,-2.1337,-4.7491,-2.4034,-26.7941,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
129,10211-1,Grand Emporium,Advanced Models,2010,149.9900,2015-12-01,2019-04-01,41,272.4200,280.0000,283.5350,2.7825,4.0801,2.0197,-19.5333,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
130,10213-1,Shuttle Adventure,Advanced Models,2010,99.9900,2015-12-01,2019-04-01,41,230.2700,244.0000,326.4650,5.9626,41.7749,19.0693,-42.8329,0,1,mendeley_small_2015_2019,"[""general_collectible""]"
131,10214-1,Tower Bridge,Advanced Models,2010,239.9900,2015-12-01,2019-04-01,41,252.4500,209.0000,200.6200,-17.2113,-20.5308,-10.8545,-36.8509,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
132,10216-1,Winter Village Bakery,Advanced Models,2010,54.9900,2015-12-01,2019-04-01,41,158.8800,185.0000,230.3600,16.4401,44.9899,20.4118,-30.2987,0,1,mendeley_small_2015_2019,"[""general_collectible""]"
133,10218-1,Pet Shop,Advanced Models,2011,149.9900,2015-12-01,2019-04-01,41,148.9500,157.0000,177.2600,5.4045,19.0064,9.0900,-23.0540,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
134,10219-1,Maersk Train,Advanced Models,2011,119.9000,2015-12-01,2019-04-01,41,270.4800,321.0000,346.4350,18.6779,28.0816,13.1731,-40.7529,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
135,10220-1,Volkswagen T1 Camper Van,Advanced Models,2011,119.9900,2015-12-01,2019-04-01,41,113.3700,117.0000,106.5850,3.2019,-5.9848,-3.0386,-41.6250,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
136,10222-1,Winter Village Post Office,Advanced Models,2011,69.9900,2015-12-01,2019-04-01,41,205.2900,243.0000,285.8650,18.3691,39.2494,18.0040,-31.1097,0,1,mendeley_small_2015_2019,"[""general_collectible""]"
137,10231-1,Shuttle Expedition,Advanced Models,2011,99.9900,2015-12-01,2019-04-01,41,265.7600,282.0000,350.5650,6.1108,31.9104,14.8522,-22.9902,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
138,10224-1,Town Hall,Advanced Models,2012,199.9900,2015-12-01,2019-04-01,41,493.4500,502.0000,501.6850,1.7327,1.6689,0.8310,-36.0441,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
139,10226-1,Sopwith Camel,Advanced Models,2012,99.9900,2015-12-01,2019-04-01,41,153.1800,145.0000,150.1200,-5.3401,-1.9976,-1.0039,-18.6933,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
140,10229-1,Winter Village Cottage,Advanced Models,2012,99.9900,2015-12-01,2019-04-01,41,188.2200,206.0000,246.5950,9.4464,31.0142,14.4615,-11.0915,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
141,10230-1,Mini Modulars,Advanced Models,2012,79.9900,2015-12-01,2019-04-01,41,148.4600,141.0000,150.7000,-5.0249,1.5088,0.7516,-27.6740,0,0,mendeley_small_2015_2019,"[""series_completism""]"
142,10232-1,Palace Cinema,Advanced Models,2013,149.9900,2015-12-01,2019-04-01,41,141.0800,128.0000,176.5050,-9.2713,25.1099,11.8525,-35.8974,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
143,10233-1,Horizon Express,Advanced Models,2013,129.9900,2015-12-01,2019-04-01,41,184.0900,206.0000,209.3150,11.9018,13.7025,6.6314,-20.2532,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
144,10234-1,Sydney Opera House,Advanced Models,2013,319.9900,2015-12-01,2019-04-01,41,311.8000,378.0000,378.0350,21.2316,21.2428,10.1103,-28.7789,1,0,mendeley_small_2015_2019,"[""general_collectible""]"
145,10235-1,Winter Village Market,Advanced Models,2013,99.9900,2015-12-01,2019-04-01,41,129.4000,133.0000,152.2900,2.7821,17.6893,8.4847,-20.5128,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
146,10241-1,Maersk Line Triple-E,Advanced Models,2014,149.9900,2015-12-01,2019-04-01,41,218.2400,228.0000,231.2350,4.4721,5.9545,2.9342,-20.7083,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
147,10242-1,Mini Cooper MK VII,Advanced Models,2014,99.9900,2015-12-01,2019-04-01,41,87.4800,99.0000,81.6450,13.1687,-6.6701,-3.3926,-28.4040,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
148,10243-1,Parisian Restaurant,Advanced Models,2014,159.9900,2015-12-01,2019-04-01,41,126.3700,149.0000,140.2150,17.9077,10.9559,5.3356,-25.4163,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
149,10244-1,Fairground Mixer,Advanced Models,2014,149.9900,2015-12-01,2019-04-01,41,138.3300,164.0000,193.1000,18.5571,39.5937,18.1498,-18.3431,0,1,mendeley_small_2015_2019,"[""general_collectible""]"
150,10245-1,Santa's Workshop,Advanced Models,2014,69.9900,2015-12-01,2019-04-01,41,80.5700,88.0000,122.6350,9.2218,52.2093,23.3731,-30.6151,0,1,mendeley_small_2015_2019,"[""general_collectible""]"
151,10246-1,Detective's Office,Advanced Models,2015,159.9900,2015-12-01,2019-04-01,41,151.5600,145.0000,145.4050,-4.3283,-4.0611,-2.0516,-32.2759,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
152,10247-1,Ferris Wheel,Advanced Models,2015,199.9900,2015-12-01,2019-04-01,41,194.4500,176.0000,164.7650,-9.4883,-15.2661,-7.9490,-25.2739,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
153,10248-1,Ferrari F40,Advanced Models,2015,99.9900,2015-12-01,2019-04-01,41,119.9400,105.0000,124.1500,-12.4562,3.5101,1.7399,-31.6325,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
154,10249-1,Winter toy Shop,Advanced Models,2015,79.9900,2015-12-01,2019-04-01,41,90.7100,83.0000,102.3400,-8.4996,12.8211,6.2173,-24.1071,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
155,30210-1,Frodo with cooking corner,The Lord of Rings,2012,3.9900,2015-12-01,2019-04-01,41,9.0000,8.0000,8.1300,-11.1111,-9.6667,-4.9562,-54.2105,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
156,30211-1,Uruk-Hai with ballista,The Lord of Rings,2012,4.0000,2015-12-01,2019-04-01,41,10.2000,11.6700,10.3300,14.4118,1.2745,0.6352,-55.1667,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
157,5000202-1,Elrond,The Lord of Rings,2012,,2015-12-01,2019-04-01,41,13.9300,13.5300,12.2000,-2.8715,-12.4192,-6.4154,-35.1538,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
158,9469-1,Gandalf Arrives,The Lord of Rings,2012,12.9900,2015-12-01,2019-04-01,41,22.8200,26.2400,24.5700,14.9869,7.6687,3.7635,-20.0135,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
159,9470-1,Shelob Attacks,The Lord of Rings,2012,19.9900,2015-12-01,2019-04-01,41,39.3300,44.8700,45.8450,14.0859,16.5650,7.9653,-32.9412,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
160,9471-1,Uruk-Hai Army,The Lord of Rings,2012,29.9900,2015-12-01,2019-04-01,41,53.7100,59.5500,56.2050,10.8732,4.6453,2.2963,-26.4843,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
161,9472-1,Attack on Weathertop,The Lord of Rings,2012,59.9900,2015-12-01,2019-04-01,41,59.2300,66.0000,64.1950,11.4300,8.3826,4.1070,-23.9431,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
162,9473-1,The Mines of Moria,The Lord of Rings,2012,79.9900,2016-01-01,2019-04-01,40,91.3600,100.0000,95.0400,9.4571,4.0280,1.9941,-26.7238,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
163,9474-1,The Battle of Helm's Deep,The Lord of Rings,2012,129.9900,2015-12-01,2019-04-01,41,172.4500,175.0000,181.0350,1.4787,4.9783,2.4589,-21.2074,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
164,9476-1,The Orc Forge,The Lord of Rings,2012,39.9900,2015-12-01,2019-04-01,41,59.4500,62.0000,60.9450,4.2893,2.5147,1.2496,-17.2414,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
165,LOTRSWORD-1,Sword,The Lord of Rings,2012,6.0000,2015-12-01,2019-04-01,41,28.0000,13.6000,14.2900,-51.4286,-48.9643,-28.5607,-62.1429,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
166,10237-1,Tower of Orthanc,The Lord of Rings,2013,199.9900,2015-12-01,2019-04-01,41,243.1000,226.0000,230.7900,-7.0341,-5.0638,-2.5648,-20.7451,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
167,30212-1,Mirckwood Elf Guard,Hobbit,2012,4.9900,2015-12-01,2019-04-01,41,9.4700,9.4700,10.0350,0.0000,5.9662,2.9399,-10.4187,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
168,30213-1,Gandalf at Dol Guldur,Hobbit,2012,4.9900,2015-12-01,2019-04-01,41,7.7500,9.3300,9.5300,20.3871,22.9677,10.8908,-32.1429,1,0,mendeley_small_2015_2019,"[""general_collectible""]"
169,79000-1,Riddles for the Ring,Hobbit,2012,9.9900,2015-12-01,2019-04-01,41,18.1900,19.4400,20.0050,6.8719,9.9780,4.8704,-25.9865,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
170,79001-1,Escape from Mirkwood Spiders,Hobbit,2012,29.9900,2015-12-01,2019-04-01,41,29.9600,32.0800,32.9750,7.0761,10.0634,4.9111,-26.2446,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
171,79002-1,Attack of the Wargs,Hobbit,2012,49.9900,2015-12-01,2019-04-01,41,46.4800,46.4700,45.0700,-0.0215,-3.0336,-1.5285,-24.2249,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
172,79003-1,An Unexpected Gathering,Hobbit,2012,69.9900,2015-12-01,2019-04-01,41,94.0600,100.8700,108.0300,7.2401,14.8522,7.1691,-27.3106,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
173,79004-1,Barrel Escape,Hobbit,2012,39.9900,2015-12-01,2019-04-01,41,41.8000,41.5900,44.1750,-0.5024,5.6818,2.8017,-31.8050,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
174,70010-1,The Goblin King Battle,Hobbit,2012,119.9900,2015-12-01,2019-04-01,41,82.8300,77.0000,123.1650,-7.0385,48.6961,21.9410,-21.6308,0,1,mendeley_small_2015_2019,"[""general_collectible""]"
175,Bilbo-1,Bilbo Baggins,Hobbit,2012,,2015-12-01,2019-04-01,41,54.6400,28.5300,20.9600,-47.7855,-61.6398,-38.0644,-69.0154,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
176,30215-1,Legolas Greenleaf,Hobbit,2013,,2015-12-01,2019-04-01,41,15.3300,8.9300,10.5700,-41.7482,-31.0502,-16.9640,-43.4442,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
177,30216-1,Lake-Town Guard,Hobbit,2013,4.9900,2015-12-01,2019-04-01,41,11.2500,9.7300,11.1000,-13.5111,-1.3333,-0.6689,-29.6956,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
178,79011-1,Dol Guldar Ambush,Hobbit,2013,19.9900,2015-12-01,2019-04-01,41,17.9100,21.2000,20.4200,18.3696,14.0145,6.7776,-39.0331,0,0,mendeley_small_2015_2019,"[""general_collectible""]"
179,10179-1,Ultimate Collector's Millenium Falcon,Star Wars,2007,499.9900,2015-12-01,2019-04-01,41,3970.0000,3920.0000,2242.1250,-1.2594,-43.5233,-24.8490,-65.5849,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
180,10188-1,Death Star,Star Wars,2008,399.9900,2015-12-01,2019-04-01,41,450.4600,437.0000,405.7250,-2.9881,-9.9310,-5.0953,-38.1776,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
181,10143-1,Death Star II,Star Wars,2005,298.9900,2015-12-01,2019-04-01,41,1700.0000,1560.0000,1512.0650,-8.2353,-11.0550,-5.6893,-37.5546,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
182,75059-1,Sandcrawler,Star Wars,2014,299.9900,2015-12-01,2019-04-01,41,280.4800,277.0000,331.9200,-1.2407,18.3400,8.7842,-17.4542,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
183,10221-1,Super Star Destroyer,Star Wars,2011,399.9900,2015-12-01,2019-04-01,41,884.7000,905.0000,773.4150,2.2946,-12.5788,-6.5007,-26.1618,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
184,10030-1,Imperial Star Destroyer,Star Wars,2002,298.9900,2015-12-01,2019-04-01,41,2060.0000,1610.0000,1713.2000,-21.8447,-16.8350,-8.8051,-60.7652,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
185,10212-1,Imperial Shuttle,Star Wars,2010,259.9900,2015-12-01,2019-04-01,41,666.2700,605.0000,520.1200,-9.1960,-21.9356,-11.6459,-30.4694,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
186,75098-1,Assault on Hoth,Star Wars,2016,249.9900,2016-04-01,2019-04-01,37,140.0000,202.0000,242.5300,44.2857,73.2357,31.6190,-29.3639,1,1,mendeley_small_2015_2019,"[""franchise_power""]"
187,10225-1,R2-D2,Star Wars,2012,179.9900,2015-12-01,2019-04-01,41,341.0100,325.0000,335.0500,-4.6949,-1.7477,-0.8777,-18.7677,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
188,75060-1,Slave I,Star Wars,2015,199.9900,2015-12-01,2019-04-01,41,189.5400,192.0000,191.5750,1.2979,1.0737,0.5354,-22.9339,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
189,10236-1,Ewok Village,Star Wars,2013,249.9900,2015-12-01,2019-04-01,41,259.2100,281.0000,314.1450,8.4063,21.1932,10.0878,-19.2315,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
190,10018-1,Darth Maul,Star Wars,2001,149.9900,2015-12-01,2019-04-01,41,815.0000,916.0000,869.3150,12.3926,6.6644,3.2785,-31.1867,0,0,mendeley_small_2015_2019,"[""franchise_power"", ""adult_display""]"
191,10195-1,Republic Dropship with AT-OT Walker,Star Wars,2009,249.9900,2015-12-01,2019-04-01,41,552.6000,609.0000,629.4350,10.2063,13.9043,6.7259,-32.0962,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
192,10019-1,Rebel Blockade Runner,Star Wars,2001,199.9900,2015-12-01,2019-04-01,41,1200.0000,1200.0000,1104.2000,0.0000,-7.9833,-4.0747,-47.4906,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
193,75095-1,Tie Fighter,Star Wars,2015,199.9900,2015-12-01,2019-04-01,41,192.2500,164.0000,174.8800,-14.6944,-9.0351,-4.6245,-36.7692,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
194,10144-1,Sandcrawler,Star Wars,2005,139.9900,2015-12-01,2019-04-01,41,266.9300,214.0000,198.1000,-19.8292,-25.7858,-13.8523,-56.4378,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
195,10240-1,Red Five X-Wing Starfighter,Star Wars,2013,199.9900,2015-12-01,2019-04-01,41,244.2200,164.0000,264.9850,-32.8474,8.5026,4.1646,-47.8668,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
196,10227-1,B-Wing Sterfighter,Star Wars,2012,199.9900,2015-12-01,2019-04-01,41,256.1900,273.0000,307.3900,6.5615,19.9852,9.5377,-17.4497,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
197,10134-1,Y-Wing Attacked Starfighter,Star Wars,2004,119.9900,2015-12-01,2019-04-01,41,1100.0000,992.0000,878.1350,-9.8182,-20.1695,-10.6521,-70.8254,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
198,10129-1,Rebel Snowspeeder,Star Wars,2003,129.9900,2015-12-01,2019-04-01,41,1300.0000,1460.0000,694.5350,12.3077,-46.5742,-26.9071,-65.8887,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
199,10198-1,Tantive IV,Star Wars,2009,149.9900,2015-12-01,2019-04-01,41,314.0900,362.0000,366.4000,15.2536,16.6545,8.0067,-23.0712,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
200,6211-1,Imperial Star Destroyer,Star Wars,2006,99.9900,2015-12-01,2019-04-01,41,221.3900,243.0000,259.5000,9.7611,17.2140,8.2654,-62.0618,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
201,66473-1,Lego Star Wars Super Pack,Star Wars,2013,139.9900,2015-12-01,2019-04-01,41,182.6000,222.0000,263.0850,21.5772,44.0772,20.0322,-9.9720,1,1,mendeley_small_2015_2019,"[""franchise_power""]"
202,75055-1,Imperial Star Destroyer,Star Wars,2014,129.9900,2015-12-01,2019-04-01,41,146.0900,211.0000,247.3150,44.4315,69.2895,30.1113,-42.5837,1,1,mendeley_small_2015_2019,"[""franchise_power""]"
203,7662-1,Trade Federation MTT,Star Wars,2007,99.9900,2015-12-01,2019-04-01,41,293.8700,217.0000,212.5000,-26.1578,-27.6891,-14.9642,-40.7901,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
204,75105-1,Millenium Falcon,Star Wars,2015,149.9900,2015-12-01,2019-04-01,41,134.0600,112.0000,124.1550,-16.4553,-7.3885,-3.7651,-32.6373,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
205,7191-1,X-wing Fighter,Star Wars,2000,149.9900,2015-12-01,2019-04-01,41,669.0000,728.0000,594.9650,8.8191,-11.0665,-5.6954,-72.5157,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
206,7965-1,Millenium Falcon,Star Wars,2011,139.9900,2015-12-01,2019-04-01,41,200.9500,187.0000,171.8050,-6.9420,-14.5036,-7.5357,-33.3088,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
207,75106-1,Imperial Assault Carrier,Star Wars,2015,129.9900,2015-12-01,2019-04-01,41,80.3900,79.0000,98.5850,-1.7291,22.6334,10.7400,-41.6814,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
208,10175-1,Vader's TIE Advanced,Star Wars,2006,99.9900,2015-12-01,2019-04-01,41,673.2000,600.0000,594.8000,-10.8734,-11.6459,-6.0031,-58.5955,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
209,75021-1,Republic Gunship,Star Wars,2013,119.9900,2015-12-01,2019-04-01,41,162.7300,235.0000,263.0250,44.4110,61.6328,27.1349,-42.4811,1,1,mendeley_small_2015_2019,"[""franchise_power""]"
210,8039-1,Venator-Class Republic Attack Cruiser,Star Wars,2009,119.9900,2015-12-01,2019-04-01,41,305.8800,317.0000,337.5650,3.6354,10.3586,5.0517,-49.4505,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
211,66512-1,Rebel Co-Pack,Star Wars,2014,109.9900,2015-12-01,2019-04-01,41,124.1700,184.0000,242.8550,48.1839,95.5827,39.8509,-1.1423,1,1,mendeley_small_2015_2019,"[""franchise_power""]"
212,8098-1,Clone Turbo Tank,Star Wars,2010,119.9900,2015-12-01,2019-04-01,41,186.2800,172.0000,125.6650,-7.6659,-32.5397,-17.8658,-39.0356,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
213,75054-1,AT-AT,Star Wars,2014,99.9900,2015-12-01,2019-04-01,41,158.3400,241.0000,245.9500,52.2041,55.3303,24.6316,-33.6178,1,1,mendeley_small_2015_2019,"[""franchise_power""]"
214,10178-1,Motorised Walking AT-AT,Star Wars,2007,129.9900,2015-12-01,2019-04-01,41,463.8600,463.0000,387.7000,-0.1854,-16.4187,-8.5772,-35.1537,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
215,9515-1,Malevolence,Star Wars,2012,119.9900,2015-12-01,2019-04-01,41,171.0000,183.0000,197.9350,7.0175,15.7515,7.5879,-21.5417,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
216,66479-1,Value Pack: 3 in 1,Star Wars,2014,,2016-03-01,2019-04-01,38,20.0000,20.6700,22.0000,3.3500,10.0000,4.8809,0.0000,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
217,10186-1,General Grievous,Star Wars,2008,89.9900,2015-12-01,2019-04-01,41,187.5300,146.0000,98.8000,-22.1458,-47.3151,-27.4156,-80.4831,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
218,7194-1,Yoda,Star Wars,2002,99.9900,2015-12-01,2019-04-01,41,404.2000,485.0000,464.7000,19.9901,14.9678,7.2231,-52.7835,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
219,10174-1,Imperial AT-ST,Star Wars,2006,79.9900,2015-12-01,2019-04-01,41,381.1700,341.0000,311.7650,-10.5386,-18.2084,-9.5613,-41.9485,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
220,4483-1,AT-AT,Star Wars,2003,99.9900,2015-12-01,2019-04-01,41,274.6700,338.0000,295.8000,23.0568,7.6929,3.7752,-51.9155,1,0,mendeley_small_2015_2019,"[""franchise_power""]"
221,7676-1,Republic Attack Gunship,Star Wars,2008,119.9900,2015-12-01,2019-04-01,41,187.8700,268.0000,229.0350,42.6518,21.9114,10.4135,-44.4291,1,0,mendeley_small_2015_2019,"[""franchise_power""]"
222,7964-1,Republic Frigate,Star Wars,2011,119.9900,2015-12-01,2019-04-01,41,163.9400,187.0000,213.9350,14.0661,30.4959,14.2348,-15.4254,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
223,75104-1,Kylo Ren's Command Shuttle,Star Wars,2015,119.9900,2015-12-01,2019-04-01,41,89.1200,81.0000,75.5800,-9.1113,-15.1930,-7.9093,-31.0595,0,0,mendeley_small_2015_2019,"[""franchise_power""]"
1269,,White Ninja,Castle,1999,2.9900,2018-08-01,2019-04-01,9,30.0000,,,,,,-28.3333,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
1388,,Huki,Bionicle,2001,1.9900,2018-01-01,2019-04-01,16,10.3800,10.8000,,4.0462,,,-4.1704,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
1389,,Onepu,Bionicle,2001,1.9900,2018-01-01,2019-04-01,16,13.1100,12.8700,,-1.8307,,,-5.9497,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
1390,,Maku,Bionicle,2001,1.9900,2018-01-01,2019-04-01,16,11.0800,11.8700,,7.1300,,,-4.8115,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
1391,,Jala,Bionicle,2001,1.9900,2018-01-01,2019-04-01,16,13.7300,14.2700,,3.9330,,,-6.2637,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
1392,,Kongu,Bionicle,2001,1.9900,2018-01-01,2019-04-01,16,13.1300,16.8700,,28.4844,,,-3.7650,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
1393,,Matoro,Bionicle,2001,1.9900,2018-01-01,2019-04-01,16,11.0000,16.4000,,49.0909,,,-1.1410,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
1441,,Fikou,Bionicle,2003,0.0000,2018-01-01,2019-04-01,16,8.8000,9.1400,,3.8636,,,-8.0963,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
1463,,Treasure Cart,Castle,1992,1.9900,2018-01-01,2019-04-01,16,22.7700,25.6000,,12.4286,,,-5.6395,0,,mendeley_whole_2018_2019,"[""adult_display""]"
1596,,Ghostly Hideout,Castle,1993,3.9900,2018-01-01,2019-04-01,16,33.0000,20.3300,,-38.3939,,,-44.3014,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
1712,,Crossbow Cart,Castle,1994,1.9900,2018-01-01,2019-04-01,16,12.0000,15.0000,,25.0000,,,-13.0435,1,,mendeley_whole_2018_2019,"[""adult_display""]"
